palabra,sentimiento
horrible,tristeza
horrible,asco
horrible,miedo
horrible,negativo
horrible,asco
horrible,negativo
horrible,asco
horrible,miedo
horrible,negativo
horrible,tristeza
horrible,enfado
horrible,asco
horrible,miedo
horrible,negativo
horrible,enfado
horrible,asco
horrible,miedo
horrible,negativo
horrible,tristeza
horripilante,asco
horripilante,miedo
horripilante,negativo
horripilante,tristeza
horror,enfado
horror,asco
horror,miedo
horror,negativo
horror,tristeza
horror,sorpresa
horrores,miedo
horrores,negativo
horrores,tristeza
horrorizada,miedo
horrorizada,negativo
horrorizado,miedo
horrorizado,negativo
horrorosamente,asco
horrorosamente,miedo
horrorosamente,negativo
horrorosamente,tristeza
horrorosamente,sorpresa
horroroso,miedo
horroroso,negativo
hosco,enfado
hosco,negativo
hosco,tristeza
hosco,enfado
hosco,asco
hosco,negativo
hospicio,tristeza
hospital,miedo
hospital,tristeza
hospital,confianza
hospitalidad,positivo
hostigamiento,enfado
hostil,enfado
hostil,asco
hostil,miedo
hostil,negativo
hostil,enfado
hostil,negativo
hostil,tristeza
hostil,enfado
hostil,asco
hostil,miedo
hostil,negativo
hostil,tristeza
hostilidad,enfado
hostilidad,asco
hostilidad,negativo
hostilidades,enfado
hostilidades,miedo
hostilidades,negativo
hueco,negativo
hueco,tristeza
huelga,enfado
huelga,negativo
huérfano,miedo
huérfano,negativo
huérfano,tristeza
huida,miedo
huido,miedo
huir,miedo
huir,negativo
huir,negativo
huir,tristeza
humanidad,alegría
humanidad,positivo
humanidad,confianza
humanitario,anticipación
humanitario,alegría
humanitario,positivo
humanitario,sorpresa
humanitario,confianza
humano,positivo
húmeda,asco
húmedo,asco
humildad,positivo
humildad,confianza
humilde,asco
humilde,negativo
humilde,positivo
humilde,tristeza
humilde,negativo
humilde,tristeza
humildemente,positivo
humillación,enfado
humillación,asco
humillación,miedo
humillación,negativo
humillación,tristeza
humillación,asco
humillación,negativo
humillación,tristeza
humillada,positivo
humillada,tristeza
humillado,positivo
humillado,tristeza
humillante,asco
humillante,negativo
humillar,enfado
humillar,negativo
humillar,tristeza
humo,negativo
humorista,positivo
humorístico,alegría
humorístico,positivo
hundida,asco
hundida,miedo
hundida,negativo
hundida,tristeza
hundido,asco
hundido,miedo
hundido,negativo
hundido,tristeza
hundimiento,miedo
hundimiento,negativo
hundimiento,negativo
hundimiento,tristeza
huracán,miedo
huracán,negativo
hurra,alegría
hurra,positivo
hurto,asco
hurto,negativo
hurto,enfado
hurto,asco
hurto,negativo
ictericia,miedo
ictericia,negativo
idea equivocada,enfado
idea equivocada,asco
idea equivocada,miedo
idea equivocada,negativo
idealismo,positivo
idiota,asco
idiota,negativo
idiota,enfado
idiota,asco
idiota,negativo
idiota,negativo
idiotez,enfado
idiotez,asco
idiotez,negativo
idiotez,tristeza
idolatría,asco
idolatría,miedo
idolatría,negativo
ídolo,positivo
iglesia,anticipación
iglesia,alegría
iglesia,positivo
iglesia,confianza
ignorada,asco
ignorada,negativo
ignorado,asco
ignorado,negativo
ignorancia,negativo
ignorante,asco
ignorante,negativo
ignorar,negativo
igualdad,alegría
igualdad,positivo
igualdad,confianza
igualmente,positivo
ilegal,enfado
ilegal,asco
ilegal,miedo
ilegal,negativo
ilegal,tristeza
ilegal,enfado
ilegal,asco
ilegal,miedo
ilegal,negativo
ilegal,tristeza
ilegal,enfado
ilegal,asco
ilegal,negativo
ilegal,tristeza
ilegalidad,enfado
ilegalidad,asco
ilegalidad,miedo
ilegalidad,negativo
ilegible,negativo
ilegítimo,enfado
ilegítimo,asco
ilegítimo,miedo
ilegítimo,negativo
ilegítimo,tristeza
ilegítimo,sorpresa
ilícito,enfado
ilícito,asco
ilícito,miedo
ilícito,negativo
ilimitada,positivo
ilimitado,positivo
ilógico,negativo
iluminación,alegría
iluminación,positivo
iluminación,sorpresa
iluminación,confianza
iluminar,alegría
iluminar,positivo
iluminar,confianza
iluminar,anticipación
iluminar,alegría
iluminar,positivo
iluminar,sorpresa
ilustración,alegría
ilustración,positivo
ilustración,confianza
ilustrar,positivo
ilustre,positivo
imaginativo,positivo
imán,positivo
imán,confianza
imbécil,enfado
imbécil,sorpresa
imbécil,negativo
imitación,negativo
imitada,negativo
imitado,negativo
imitador,enfado
imitador,asco
imitador,negativo
impaciencia,negativo
impaciente,anticipación
impaciente,negativo
imparcial,positivo
imparcial,confianza
imparcial,positivo
imparcialidad,positivo
imparcialidad,confianza
impartir,positivo
impartir,confianza
impecable,positivo
impecable,confianza
impecable,positivo
impecable,confianza
impedir,negativo
impenetrable,confianza
imperfección,negativo
imperfectamente,negativo
impermeable,enfado
impermeable,miedo
impermeable,positivo
impermeable,positivo
impío,enfado
impío,negativo
impío,negativo
impío,tristeza
impío,miedo
impío,negativo
implacable,negativo
implacable,enfado
implacable,asco
implacable,miedo
implacable,negativo
implacable,enfado
implacable,negativo
implacable,tristeza
implicar,enfado
implicar,negativo
imponente,anticipación
imponente,miedo
imponente,positivo
impopular,asco
impopular,negativo
impopular,tristeza
importancia,anticipación
importancia,positivo
importante,positivo
importante,confianza
imposibilitar,enfado
imposible,negativo
imposible,tristeza
imposición,negativo
imposición,miedo
imposición,negativo
imposición,tristeza
impostor,enfado
impostor,asco
impostor,negativo
impotencia,miedo
impotencia,negativo
impotencia,tristeza
impotencia,enfado
impotencia,miedo
impotencia,negativo
impotencia,tristeza
impotente,miedo
impotente,negativo
impotente,tristeza
impotente,negativo
impotente,enfado
impotente,asco
impotente,miedo
impotente,negativo
impotente,tristeza
impracticable,negativo
impredecible,negativo
impredecible,sorpresa
impresión,positivo
impresionable,confianza
impresionar,positivo
imprevisto,sorpresa
improductivo,negativo
improductivo,negativo
impropiedad,negativo
improvisación,sorpresa
improvisada,negativo
improvisado,negativo
improvisar,anticipación
improvisar,positivo
improvisar,sorpresa
imprudencia,enfado
imprudencia,asco
imprudencia,miedo
imprudencia,negativo
imprudencia,sorpresa
imprudente,negativo
imprudente,tristeza
imprudente,negativo
impuesto,asco
impuesto,negativo
impuesto,negativo
impuesto,tristeza
impulso,anticipación
impulso,positivo
impureza,asco
impureza,negativo
impuro,asco
impuro,negativo
imputación,negativo
inaccesible,negativo
inaceptable,negativo
inaceptable,tristeza
inactividad,negativo
inactivo,positivo
inadecuada,negativo
inadecuada,tristeza
inadecuada,negativo
inadecuado,negativo
inadecuado,tristeza
inadecuado,negativo
inadmisible,enfado
inadmisible,asco
inadmisible,negativo
inaguantable,asco
inaguantable,negativo
inaguantable,tristeza
inalámbrico,enfado
inalámbrico,anticipación
inalámbrico,positivo
inalámbrico,sorpresa
inalienable,positivo
inamovible,negativo
inamovible,positivo
inamovible,confianza
inane,negativo
inanición,miedo
inanición,negativo
inanición,tristeza
inaplicable,negativo
inapropiada,enfado
inapropiada,asco
inapropiada,negativo
inapropiada,tristeza
inapropiado,enfado
inapropiado,asco
inapropiado,negativo
inapropiado,tristeza
inatención,enfado
inatención,negativo
inaudible,negativo
inauguración,anticipación
inauguración,alegría
inauguración,positivo
inauguración,confianza
inaugural,anticipación
incalculable,negativo
incalculable,anticipación
incalculable,negativo
incapacidad,negativo
incapacidad,tristeza
incapacidad,negativo
incapaz,negativo
incapaz,tristeza
incapaz,alegría
incapaz,positivo
incapaz,confianza
incapturable,enfado
incapturable,negativo
incapturable,tristeza
incautación,miedo
incendiario,enfado
incendiario,miedo
incendiario,negativo
incendiario,sorpresa
incendio provocada,enfado
incendio provocada,miedo
incendio provocada,negativo
incendio provocado,enfado
incendio provocado,miedo
incendio provocado,negativo
incesante,negativo
incesto,enfado
incesto,asco
incesto,miedo
incesto,negativo
incesto,tristeza
incestuoso,asco
incestuoso,negativo
incidente,sorpresa
incienso,enfado
incienso,negativo
incierto,enfado
incierto,asco
incierto,miedo
incierto,negativo
incierto,sorpresa
incineración,negativo
incisivo,positivo
incitar,enfado
incitar,anticipación
incitar,miedo
incitar,negativo
inclemente,negativo
inclinación,confianza
inclinación,positivo
incluida,positivo
incluido,positivo
incluir,positivo
inclusión,confianza
inclusivo,positivo
incluso,positivo
incoherente,negativo
incombustible,positivo
incómoda,negativo
incómoda,tristeza
incómoda,negativo
incomodidad,negativo
incomodidad,tristeza
incómodo,negativo
incómodo,tristeza
incómodo,negativo
incomparable,positivo
incompatible,enfado
incompatible,asco
incompatible,negativo
incompatible,tristeza
incompetencia,negativo
incompetente,enfado
incompetente,negativo
incompetente,tristeza
incompletitud,negativo
incompleto,negativo
incomprensible,negativo
inconcebible,enfado
inconcebible,asco
inconcebible,miedo
inconcebible,negativo
inconcluso,negativo
inconfirmada,anticipación
inconfirmado,anticipación
incongruente,enfado
incongruente,negativo
inconsciente,negativo
inconsciente,negativo
inconsecuencia,negativo
inconsecuente,negativo
inconsecuente,tristeza
inconstitucional,negativo
incontestable,positivo
incontestable,confianza
incontinencia,sorpresa
incontrolable,enfado
incontrolable,anticipación
incontrolable,negativo
incontrolable,sorpresa
inconveniente,enfado
inconveniente,asco
inconveniente,negativo
inconveniente,tristeza
incorpóreo,miedo
incorpóreo,negativo
incorpóreo,tristeza
incorrecta,negativo
incorrecta,negativo
incorrecta,negativo
incorrecto,negativo
incorrecto,negativo
incorrecto,negativo
incredulidad,negativo
incrédulo,enfado
incrédulo,asco
incrédulo,negativo
increíble,negativo
incrementar,positivo
incriminación,miedo
incriminación,negativo
incriminación,tristeza
incruento,positivo
íncubo,asco
íncubo,miedo
íncubo,negativo
incuestionable,positivo
incuestionable,confianza
incumplimiento,negativo
incumplimiento,enfado
incumplimiento,anticipación
incumplimiento,miedo
incumplimiento,negativo
incumplimiento,tristeza
incurable,enfado
incurable,asco
incurable,miedo
incurable,negativo
incurable,tristeza
incurrir en,negativo
incursión,enfado
incursión,negativo
incursión,miedo
incursión,negativo
indecencia,enfado
indecencia,asco
indecente,asco
indecente,negativo
indecible,miedo
indecible,negativo
indecisión,negativo
indeciso,negativo
indeciso,anticipación
indeciso,miedo
indeciso,negativo
indefendible,miedo
indefendible,negativo
indefenso,miedo
indefenso,negativo
indefenso,tristeza
indeleble,positivo
indeleble,confianza
indemne,positivo
indemnidad,positivo
indemnidad,confianza
indemnizar,negativo
independencia,anticipación
independencia,alegría
independencia,positivo
independencia,sorpresa
independencia,confianza
indeseable,enfado
indeseable,asco
indeseable,miedo
indeseable,negativo
indeseable,tristeza
indestructible,positivo
indestructible,confianza
indeterminada,negativo
indeterminado,negativo
indiferencia,negativo
indiferencia,enfado
indiferencia,asco
indiferencia,miedo
indiferencia,negativo
indiferencia,tristeza
indigente,miedo
indigente,negativo
indigente,tristeza
indigente,negativo
indigente,tristeza
indignación,enfado
indignación,asco
indignación,negativo
indignada,enfado
indignada,negativo
indignado,enfado
indignado,negativo
indignante,sorpresa
indigno de,asco
indigno de,negativo
indigno de confianza,enfado
indigno de confianza,negativo
indiscutiblemente,positivo
indiscutiblemente,confianza
indispuesto,negativo
indispuesto,tristeza
indistinto,negativo
individualidad,positivo
individualmente,positivo
indivisible,confianza
indiviso,positivo
indolente,negativo
indomable,miedo
indomable,positivo
indudable,positivo
indudable,confianza
indulgente,positivo
indulgente,confianza
indulgente,positivo
inédito,anticipación
inédito,negativo
inédito,tristeza
inefable,positivo
ineficacia,asco
ineficacia,negativo
ineficacia,tristeza
ineficaz,negativo
ineficaz,asco
ineficaz,negativo
ineficiente,negativo
ineficiente,tristeza
ineptitud,asco
ineptitud,miedo
ineptitud,negativo
ineptitud,tristeza
inepto,enfado
inepto,asco
inepto,negativo
inequívocamente,positivo
inequívoco,confianza
inerte,negativo
inesperada,anticipación
inesperada,miedo
inesperada,alegría
inesperada,negativo
inesperada,positivo
inesperada,sorpresa
inesperadamente,sorpresa
inesperado,anticipación
inesperado,miedo
inesperado,alegría
inesperado,negativo
inesperado,positivo
inesperado,sorpresa
inestabilidad,asco
inestabilidad,miedo
inestabilidad,negativo
inestable,enfado
inestable,asco
inestable,miedo
inestable,negativo
inestable,miedo
inestable,negativo
inestable,sorpresa
inestable,miedo
inevitable,negativo
inexcusable,enfado
inexcusable,asco
inexcusable,negativo
inexcusable,tristeza
inexperiencia,negativo
inexperto,negativo
inexperto,negativo
inexplicable,negativo
inexplicable,sorpresa
inexplicable,anticipación
inexplicable,asco
inexplicable,negativo
inexplicable,tristeza
inexplicable,confianza
inexplicable,anticipación
inexplicable,negativo
inexplicable,tristeza
infalibilidad,confianza
infalible,positivo
infame,enfado
infame,asco
infame,miedo
infame,negativo
infame,enfado
infame,asco
infame,miedo
infame,negativo
infamia,negativo
infamia,tristeza
infancia,alegría
infancia,positivo
infanticidio,enfado
infanticidio,anticipación
infanticidio,asco
infanticidio,miedo
infanticidio,negativo
infanticidio,tristeza
infantil,negativo
infantil,anticipación
infantil,miedo
infantil,alegría
infantil,positivo
infantil,sorpresa
infantil,enfado
infantil,asco
infantil,negativo
infarto,miedo
infarto,negativo
infarto,sorpresa
infección,miedo
infección,negativo
infeccioso,asco
infeccioso,miedo
infeccioso,negativo
infeccioso,tristeza
infectar,asco
infectar,negativo
infelicidad,negativo
infelicidad,tristeza
infeliz,enfado
infeliz,asco
infeliz,negativo
infeliz,tristeza
inferior,negativo
inferior,tristeza
inferior,negativo
inferior,tristeza
inferior,enfado
inferior,miedo
inferior,negativo
inferior,tristeza
inferioridad,negativo
infernal,enfado
infernal,asco
infernal,miedo
infernal,negativo
infernal,tristeza
infestación,asco
infestación,miedo
infestación,negativo
infidelidad,enfado
infidelidad,asco
infidelidad,miedo
infidelidad,negativo
infidelidad,tristeza
infiel,enfado
infiel,asco
infiel,miedo
infiel,negativo
infiel,asco
infiel,negativo
infierno,enfado
infierno,asco
infierno,miedo
infierno,negativo
infierno,tristeza
infierno,enfado
infierno,miedo
infierno,negativo
infiltración,negativo
infiltración,positivo
infinito,positivo
infinito,anticipación
infinito,alegría
infinito,positivo
infinito,confianza
inflación,miedo
inflación,negativo
inflada,negativo
inflado,negativo
inflamación,negativo
inflexible,negativo
infligir,enfado
infligir,miedo
infligir,negativo
infligir,tristeza
infligir,enfado
infligir,negativo
influencia,negativo
influencia,positivo
influencia,positivo
influenza,negativo
influyente,positivo
influyente,confianza
información,positivo
informador,negativo
informar,confianza
informe,negativo
infracción,enfado
infracción,negativo
infracción,negativo
infranqueable,negativo
infrecuente,sorpresa
infringir,negativo
infructuoso,negativo
infructuoso,tristeza
infundada,negativo
infundada,negativo
infundado,negativo
infundado,negativo
ingenio,positivo
ingenio,positivo
ingenioso,positivo
ingenioso,alegría
ingenioso,positivo
ingenuo,negativo
ingrato,enfado
ingrato,asco
ingrato,negativo
ingresos,anticipación
ingresos,alegría
ingresos,negativo
ingresos,positivo
ingresos,tristeza
ingresos,confianza
inhabilitar,miedo
inhabilitar,negativo
inhabilitar,tristeza
inhibir,enfado
inhibir,asco
inhibir,negativo
inhibir,tristeza
inhóspito,negativo
inhóspito,tristeza
inhumanidad,negativo
inhumanidad,tristeza
inhumano,enfado
inhumano,asco
inhumano,miedo
inhumano,negativo
inhumano,tristeza
inimitable,positivo
inimitable,confianza
ininteligible,negativo
iniquidad,asco
iniquidad,negativo
injusticia,enfado
injusticia,negativo
injusticia,enfado
injusticia,negativo
injusticia,tristeza
injustificable,enfado
injustificable,asco
injustificable,miedo
injustificable,negativo
injustificada,negativo
injustificada,negativo
injustificado,negativo
injustificado,negativo
injusto,negativo
injusto,enfado
injusto,asco
injusto,negativo
injusto,tristeza
injusto,enfado
injusto,negativo
inmaculada,alegría
inmaculada,positivo
inmaculada,confianza
inmaculada,positivo
inmaculada,confianza
inmaculado,alegría
inmaculado,positivo
inmaculado,confianza
inmaculado,positivo
inmaculado,confianza
inmadurez,enfado
inmadurez,anticipación
inmadurez,negativo
inmaduro,anticipación
inmaduro,negativo
inmanejable,asco
inmanejable,negativo
inmediación,sorpresa
inmediatamente,anticipación
inmediatamente,negativo
inmediatamente,positivo
inmenso,positivo
inmersión,miedo
inmersión,negativo
inmigrante,miedo
inminente,anticipación
inminente,miedo
inminente,anticipación
inminente,miedo
inmoral,enfado
inmoral,asco
inmoral,miedo
inmoral,negativo
inmoral,tristeza
inmoralidad,enfado
inmoralidad,asco
inmoralidad,negativo
inmortal,positivo
inmortalidad,anticipación
inmunda,asco
inmunda,negativo
inmunda,asco
inmunda,negativo
inmundicia,asco
inmundicia,negativo
inmundo,asco
inmundo,negativo
inmundo,asco
inmundo,negativo
inmunización,confianza
inmutable,negativo
innovación,positivo
innovar,positivo
inocencia,positivo
inocente,positivo
inocente,positivo
inocente,confianza
inocentemente,positivo
inoculación,anticipación
inoculación,confianza
inocuo,positivo
inoperante,enfado
inoperante,negativo
inoxidable,positivo
inquebrantable,positivo
inquebrantable,confianza
inquietud,anticipación
inquietud,anticipación
inquietud,negativo
inquietud,tristeza
inquilino,positivo
inquisitivo,positivo
insalubre,asco
insalubre,miedo
insalubre,negativo
insalubre,tristeza
insano,enfado
insano,miedo
insano,negativo
insatisfacción,negativo
insatisfactorio,asco
insatisfactorio,negativo
insatisfecho,enfado
insatisfecho,anticipación
insatisfecho,negativo
insatisfecho,tristeza
insatisfecho,sorpresa
insatisfecho,asco
insatisfecho,negativo
insatisfecho,tristeza
inscribirse,anticipación
inscribirse,confianza
insecto,asco
insecto,miedo
insecto,negativo
inseguridad,miedo
inseguridad,negativo
inseguro,negativo
inseguro,enfado
inseguro,miedo
inseguro,negativo
inseguro,tristeza
inseguro,miedo
inseguro,negativo
inseparable,alegría
inseparable,positivo
inseparable,confianza
insidioso,enfado
insidioso,asco
insidioso,miedo
insidioso,negativo
insignias,positivo
insignificancia,negativo
insignificancia,negativo
insignificancia,tristeza
insignificante,enfado
insignificante,negativo
insignificante,tristeza
insípida,negativo
insípida,asco
insípida,negativo
insípido,negativo
insípido,asco
insípido,negativo
insolente,negativo
insolvencia,miedo
insolvencia,negativo
insolvencia,tristeza
insolvencia,sorpresa
insolvente,miedo
insolvente,negativo
insolvente,tristeza
insolvente,confianza
insostenible,negativo
insostenible,negativo
inspector,positivo
inspiración,anticipación
inspiración,alegría
inspiración,positivo
inspirada,alegría
inspirada,positivo
inspirada,sorpresa
inspirada,confianza
inspirado,alegría
inspirado,positivo
inspirado,sorpresa
inspirado,confianza
inspirar,anticipación
inspirar,alegría
inspirar,positivo
inspirar,confianza
instalar,anticipación
instigación,negativo
instigar,negativo
instintivo,enfado
instintivo,asco
instintivo,miedo
instintivo,positivo
instituto,confianza
institutriz,confianza
instrucción,positivo
instrucción,confianza
instrucciones,anticipación
instrucciones,confianza
instructor,anticipación
instructor,positivo
instructor,confianza
instruir,positivo
instruir,confianza
instrumental,positivo
insuficiencia,negativo
insuficiencia,enfado
insuficiencia,negativo
insuficiente,negativo
insuficientemente,negativo
insultante,enfado
insultante,asco
insultante,miedo
insultante,negativo
insultante,tristeza
insulto,enfado
insulto,asco
insulto,negativo
insulto,tristeza
insulto,sorpresa
insuperable,miedo
insuperable,negativo
insuperable,tristeza
insuperada,anticipación
insuperada,miedo
insuperada,alegría
insuperada,positivo
insuperada,confianza
insuperado,anticipación
insuperado,miedo
insuperado,alegría
insuperado,positivo
insuperado,confianza
insurgente,negativo
insurrección,enfado
insurrección,negativo
intacta,positivo
intacta,confianza
intacta,positivo
intacta,confianza
intacto,positivo
intacto,confianza
intacto,positivo
intacto,confianza
integridad,positivo
integridad,confianza
intelecto,positivo
intelectual,positivo
inteligencia,miedo
inteligencia,alegría
inteligencia,positivo
inteligencia,confianza
inteligente,positivo
inteligente,positivo
inteligente,confianza
intencionadamente,positivo
intenso,enfado
intenso,asco
intenso,miedo
intenso,alegría
intenso,negativo
intenso,positivo
intenso,sorpresa
intenso,confianza
intentar,confianza
intento,anticipación
intercambiar,positivo
intercambiar,confianza
interceder,miedo
interceder,tristeza
intercesión,confianza
interdicción,negativo
interesada,asco
interesada,positivo
interesada,tristeza
interesado,asco
interesado,positivo
interesado,tristeza
interesante,positivo
interesar,positivo
interferencia,negativo
interior,asco
interior,positivo
interior,confianza
interlocutorio,positivo
interludio,positivo
interminable,enfado
interminable,miedo
interminable,alegría
interminable,negativo
interminable,positivo
interminable,tristeza
interminable,confianza
interminable,enfado
interminable,anticipación
interminable,negativo
interminable,positivo
interpretación,negativo
interrogar,miedo
interrogatorio,miedo
interrumpida,negativo
interrumpida,tristeza
interrumpido,negativo
interrumpido,tristeza
interrumpir,negativo
interrumpir,enfado
interrumpir,negativo
interrumpir,sorpresa
intervención,negativo
intervención,positivo
intervención,tristeza
intestada,negativo
intestado,negativo
intestinal,asco
intestino,asco
intestinos,asco
íntimamente,anticipación
íntimamente,miedo
íntimamente,alegría
intimidación,enfado
intimidación,miedo
intimidación,negativo
intimidar,miedo
intimidar,negativo
íntimo,anticipación
íntimo,alegría
íntimo,positivo
íntimo,confianza
intitulada,negativo
intitulada,tristeza
intitulado,negativo
intitulado,tristeza
intolerable,enfado
intolerable,negativo
intolerancia,enfado
intolerancia,asco
intolerancia,miedo
intolerancia,negativo
intolerante,enfado
intolerante,asco
intolerante,miedo
intolerante,negativo
intolerante,tristeza
intratable,enfado
intratable,negativo
intrépida,positivo
intrépido,positivo
intriga,anticipación
intriga,miedo
intriga,negativo
intriga,sorpresa
intrusión,miedo
intrusión,negativo
intruso,enfado
intruso,miedo
intruso,negativo
intruso,sorpresa
intruso,enfado
intruso,asco
intruso,miedo
intruso,negativo
intruso,sorpresa
intuición,positivo
intuición,confianza
intuitivamente,anticipación
intuitivo,positivo
inundar,miedo
inútil,negativo
inútil,tristeza
inútil,negativo
invadir,enfado
invadir,miedo
invadir,negativo
invadir,tristeza
invadir,sorpresa
inválida,tristeza
invalidación,negativo
invalidar,negativo
invalidez,negativo
inválido,tristeza
invariablemente,positivo
invasión,miedo
invasión,negativo
invasión,enfado
invasión,negativo
invasor,enfado
invasor,miedo
invasor,negativo
invasor,tristeza
inventivo,positivo
inventor,positivo
inversión,enfado
inversión,asco
inversión,negativo
inversión,sorpresa
investigación,anticipación
investigación,positivo
investigación,anticipación
investigador,positivo
investigar,positivo
invicta,anticipación
invicta,alegría
invicta,negativo
invicta,positivo
invicta,tristeza
invicta,sorpresa
invicto,anticipación
invicto,alegría
invicto,negativo
invicto,positivo
invicto,tristeza
invicto,sorpresa
invitación,anticipación
invitación,positivo
invitación,anticipación
invitación,alegría
invitación,positivo
invitación,sorpresa
invitación,confianza
invocación,anticipación
invocación,confianza
invocar,anticipación
involución,enfado
involución,negativo
involuntariamente,negativo
involuntariamente,sorpresa
involuntario,negativo
involuntario,sorpresa
involuntario,sorpresa
involuntario,negativo
inyección,miedo
ir a tientas,enfado
ir a tientas,asco
ir a tientas,miedo
ir a tientas,negativo
ira,enfado
ira,negativo
ira,enfado
ira,miedo
ira,negativo
iris,miedo
irracional,asco
irracional,miedo
irracional,negativo
irracionalidad,negativo
irradiar,positivo
irreconciliable,enfado
irreconciliable,miedo
irreconciliable,negativo
irreconciliable,tristeza
irreducible,positivo
irrefutable,positivo
irrefutable,confianza
irregular,negativo
irregularidad,negativo
irrelevante,negativo
irreparable,miedo
irreparable,negativo
irreparable,tristeza
irresistible,positivo
irresoluto,anticipación
irrespetuoso,enfado
irrespetuoso,asco
irrespetuoso,miedo
irrespetuoso,negativo
irrespetuoso,tristeza
irresponsable,negativo
irreverente,negativo
irrevocable,negativo
irritabilidad,enfado
irritabilidad,negativo
irritable,enfado
irritable,negativo
irritacion,enfado
irritacion,asco
irritacion,negativo
irritacion,tristeza
irritante,enfado
irritante,asco
irritante,negativo
irrompible,positivo
jactancia,negativo
jactarse,negativo
jadeando,miedo
jadeando,negativo
jadear,sorpresa
jaranear,alegría
jaranear,positivo
jardín,alegría
jardín,positivo
jarra,enfado
jarra,miedo
jarra,negativo
jarra,positivo
jarra,tristeza
jaula,negativo
jaula,tristeza
jefe,positivo
jerga,negativo
jeringuilla,miedo
jinete,positivo
jornada,negativo
joven,anticipación
joven,alegría
joven,positivo
joven,sorpresa
jovial,alegría
jovial,positivo
joya,alegría
joya,positivo
juan,asco
juan,negativo
jubilación,anticipación
jubilación,miedo
jubilación,alegría
jubilación,negativo
jubilación,positivo
jubilación,tristeza
jubilación,confianza
jubiloso,alegría
jubiloso,positivo
jubiloso,alegría
jubiloso,positivo
jubiloso,sorpresa
jubiloso,confianza
judicial,anticipación
judicial,positivo
judicial,confianza
judicial,anticipación
judicial,confianza
juego,anticipación
juego,negativo
juego,sorpresa
juerga,negativo
juerga,negativo
juez de instrucción,negativo
jugador,anticipación
jugador,negativo
jugador,sorpresa
jugador,negativo
jugar,negativo
juguetón,enfado
juguetón,alegría
juguetón,positivo
juguetón,sorpresa
juguetón,confianza
juicio,sorpresa
juicioso,positivo
juicioso,confianza
junta,negativo
juntarse,confianza
jurada,confianza
jurado,confianza
juramento,positivo
juramento,confianza
jurar,positivo
jurar,confianza
jurisprudencia,tristeza
jurista,confianza
justa,positivo
justicia,positivo
justicia,confianza
justificable,positivo
justificable,confianza
justificación,positivo
justificar,confianza
justo,positivo
juvenil,negativo
juventud,enfado
juventud,anticipación
juventud,miedo
juventud,alegría
juventud,positivo
juventud,sorpresa
juzgar,miedo
juzgar,negativo
kan,miedo
kan,confianza
kern,negativo
la licenciatura,positivo
laberinto,anticipación
laberinto,negativo
labor,anticipación
labor,alegría
labor,positivo
labor,sorpresa
labor,confianza
labores,negativo
laborioso,negativo
laborioso,negativo
ladrar,enfado
ladrar,negativo
ladrón,asco
ladrón,miedo
ladrón,negativo
ladrón,negativo
ladrón,asco
ladrón,miedo
ladrón,negativo
ladrón,enfado
ladrón,asco
ladrón,miedo
ladrón,negativo
ladrón,tristeza
ladrón,sorpresa
lamentable,negativo
lamentable,tristeza
lamentable,negativo
lamentable,tristeza
lamentablemente,asco
lamentablemente,negativo
lamentablemente,tristeza
lamentada,negativo
lamentada,tristeza
lamentado,negativo
lamentado,tristeza
lamentando,negativo
lamentando,tristeza
lamentar,negativo
lamentar,tristeza
lamentarse,tristeza
lamento,asco
lamento,miedo
lamento,negativo
lamento,tristeza
lamer,asco
lamer,negativo
lana,enfado
lana,asco
lana,negativo
lana,tristeza
langosta,miedo
langosta,negativo
lánguida,negativo
languidecer,negativo
languideciendo,miedo
languideciendo,negativo
languideciendo,tristeza
lánguido,negativo
lanza,enfado
lanza,anticipación
lanza,miedo
lanza,negativo
lanzamiento,anticipación
lanzamiento,positivo
lapso,negativo
largo,anticipación
lascivo,asco
lascivo,negativo
láser,positivo
láser,confianza
lástima,tristeza
lastimando,enfado
lastimando,miedo
lastimando,negativo
lastimando,tristeza
lastimero,tristeza
latente,enfado
latente,anticipación
latente,asco
latente,negativo
latente,sorpresa
latigazo,enfado
latigazo,miedo
latigazo,negativo
látigo,enfado
látigo,negativo
laureada,positivo
laureada,confianza
laureado,positivo
laureado,confianza
laurel,positivo
laureles,alegría
laureles,positivo
lava,enfado
lava,miedo
lava,negativo
lavabo,asco
lavabo,asco
lavabo,negativo
laxante,asco
laxante,miedo
laxante,negativo
lazo,negativo
lazo,tristeza
leal,miedo
leal,alegría
leal,positivo
leal,sorpresa
leal,confianza
leal,positivo
lealtad,positivo
lealtad,confianza
lealtad,positivo
lealtad,confianza
lección,anticipación
lección,positivo
lección,confianza
lector,positivo
legada,confianza
legado,confianza
legal,positivo
legal,confianza
legal,positivo
legal,confianza
legalizada,enfado
legalizada,miedo
legalizada,alegría
legalizada,positivo
legalizada,confianza
legalizado,enfado
legalizado,miedo
legalizado,alegría
legalizado,positivo
legalizado,confianza
legendario,positivo
legibilidad,positivo
legible,positivo
legislador,confianza
legislatura,confianza
legitimidad,confianza
legítimo,positivo
lema,positivo
lengüeta,enfado
lengüeta,negativo
lentitud,negativo
lento,negativo
lento,tristeza
león,miedo
león,positivo
leonada,asco
leonado,asco
lepra,asco
lepra,miedo
lepra,negativo
lepra,tristeza
